ts	base_num	base_chunk_id	query_kind	removed_words_lower_csv	removed_words_original_csv	removed_starts_csv	removed_ends_csv	insert_text	insert_after_word_num_requested	insert_after_word_num_actual	insert_word_count	insert_char_pos	insert_appended_to_end	eligible_words	requested_random_sets	max_unique_sets_possible	ann_has_base	ann_rank_base	local_has_base	local_rank_base	overlap@5	recall@5	ann_top_ids	local_top_ids
20260215_104513	913	Pride and Prejudice - pg1342_chunk377	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk377|Pride and Prejudice - pg1342_chunk2959|Pride and Prejudice - pg1342_chunk153|Pride and Prejudice - pg1342_chunk2708|Pride and Prejudice - pg1342_chunk5182	Pride and Prejudice - pg1342_chunk377|Pride and Prejudice - pg1342_chunk2959|Pride and Prejudice - pg1342_chunk153|Pride and Prejudice - pg1342_chunk2708|Pride and Prejudice - pg1342_chunk5182
20260215_104513	913	Pride and Prejudice - pg1342_chunk377	INSERTED					not at all	10	10	29	45	False				True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk377|Pride and Prejudice - pg1342_chunk2959|Pride and Prejudice - pg1342_chunk153|Pride and Prejudice - pg1342_chunk3456|The King in Yellow by Robert W. Chambers  - pg8492_chunk2862	Pride and Prejudice - pg1342_chunk377|Pride and Prejudice - pg1342_chunk2959|Pride and Prejudice - pg1342_chunk153|Pride and Prejudice - pg1342_chunk3456|The King in Yellow by Robert W. Chambers  - pg8492_chunk2862
20260215_104513	914	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3755	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3755|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1674|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk734|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1815|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1871	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3755|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1674|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk734|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1815|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1871
20260215_104513	914	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3755	INSERTED					not at all	10	10	25	54	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3755|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk734|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1815|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1674|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1183	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3755|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk734|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1815|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1674|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1183
20260215_104513	915	A Room with a View by E. M. Forster - pg2641_chunk366	ORIGINAL														True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk366|fairy_tale_woods_melody_chunk97|Common Sense by Thomas Paine - pg147_chunk130|Frankenstein  The Modern Prometheus - pg84_chunk375|The King in Yellow by Robert W. Chambers  - pg8492_chunk1851	A Room with a View by E. M. Forster - pg2641_chunk366|fairy_tale_woods_melody_chunk97|Common Sense by Thomas Paine - pg147_chunk130|Frankenstein  The Modern Prometheus - pg84_chunk375|The King in Yellow by Robert W. Chambers  - pg8492_chunk1851
20260215_104513	915	A Room with a View by E. M. Forster - pg2641_chunk366	INSERTED					not at all	10	10	26	59	False				True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk366|fairy_tale_woods_melody_chunk97|Common Sense by Thomas Paine - pg147_chunk130|Frankenstein  The Modern Prometheus - pg84_chunk375|The King in Yellow by Robert W. Chambers  - pg8492_chunk1218	A Room with a View by E. M. Forster - pg2641_chunk366|fairy_tale_woods_melody_chunk97|Common Sense by Thomas Paine - pg147_chunk130|Frankenstein  The Modern Prometheus - pg84_chunk375|The King in Yellow by Robert W. Chambers  - pg8492_chunk1218
20260215_104513	916	Pride and Prejudice - pg1342_chunk2178	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk2178|Pride and Prejudice - pg1342_chunk2195|Pride and Prejudice - pg1342_chunk4511|Pride and Prejudice - pg1342_chunk3384|Pride and Prejudice - pg1342_chunk5159	Pride and Prejudice - pg1342_chunk2178|Pride and Prejudice - pg1342_chunk2195|Pride and Prejudice - pg1342_chunk4511|Pride and Prejudice - pg1342_chunk3384|Pride and Prejudice - pg1342_chunk5159
20260215_104513	916	Pride and Prejudice - pg1342_chunk2178	INSERTED					not at all	10	10	28	52	False				True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk2178|Pride and Prejudice - pg1342_chunk2195|Pride and Prejudice - pg1342_chunk3384|Pride and Prejudice - pg1342_chunk4511|Pride and Prejudice - pg1342_chunk3923	Pride and Prejudice - pg1342_chunk2178|Pride and Prejudice - pg1342_chunk2195|Pride and Prejudice - pg1342_chunk3384|Pride and Prejudice - pg1342_chunk4511|Pride and Prejudice - pg1342_chunk3923
20260215_104513	917	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3631	ORIGINAL														True	1	True	1	4/5	0.8000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3631|Frankenstein  The Modern Prometheus - pg84_chunk1139|Frankenstein  The Modern Prometheus - pg84_chunk1457|Pride and Prejudice - pg1342_chunk5215|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3859	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3631|Frankenstein  The Modern Prometheus - pg84_chunk1139|Frankenstein  The Modern Prometheus - pg84_chunk1457|Pride and Prejudice - pg1342_chunk5215|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2546
20260215_104513	917	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3631	INSERTED					not at all	10	10	25	58	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3631|Frankenstein  The Modern Prometheus - pg84_chunk1139|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2546|Pride and Prejudice - pg1342_chunk5215|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3859	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3631|Frankenstein  The Modern Prometheus - pg84_chunk1139|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2546|Pride and Prejudice - pg1342_chunk5215|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3859
20260215_104513	918	Heart of Darkness by Joseph Conrad - pg219_chunk1343	ORIGINAL														True	1	True	1	4/5	0.8000	Heart of Darkness by Joseph Conrad - pg219_chunk1343|Common Sense by Thomas Paine - pg147_chunk261|Pride and Prejudice - pg1342_chunk4802|Frankenstein  The Modern Prometheus - pg84_chunk2986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk624	Heart of Darkness by Joseph Conrad - pg219_chunk1343|Common Sense by Thomas Paine - pg147_chunk261|Pride and Prejudice - pg1342_chunk4802|Frankenstein  The Modern Prometheus - pg84_chunk2986|Frankenstein  The Modern Prometheus - pg84_chunk181
20260215_104513	918	Heart of Darkness by Joseph Conrad - pg219_chunk1343	INSERTED					not at all	10	10	27	51	False				True	1	True	1	5/5	1.0000	Heart of Darkness by Joseph Conrad - pg219_chunk1343|Pride and Prejudice - pg1342_chunk4802|Frankenstein  The Modern Prometheus - pg84_chunk2986|Common Sense by Thomas Paine - pg147_chunk261|Pride and Prejudice - pg1342_chunk71	Heart of Darkness by Joseph Conrad - pg219_chunk1343|Pride and Prejudice - pg1342_chunk4802|Frankenstein  The Modern Prometheus - pg84_chunk2986|Common Sense by Thomas Paine - pg147_chunk261|Pride and Prejudice - pg1342_chunk71
20260215_104513	919	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk409	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk409|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk393|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk709|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk612|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk269	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk409|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk393|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk709|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk612|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk269
20260215_104513	919	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk409	INSERTED					not at all	10	10	24	52	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk409|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk612|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk393|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk713|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk709	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk409|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk612|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk393|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk713|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk709
20260215_104513	920	Frankenstein  The Modern Prometheus - pg84_chunk2155	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2155|Heart of Darkness by Joseph Conrad - pg219_chunk128|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5357|Frankenstein  The Modern Prometheus - pg84_chunk2735|Frankenstein  The Modern Prometheus - pg84_chunk1713	Frankenstein  The Modern Prometheus - pg84_chunk2155|Heart of Darkness by Joseph Conrad - pg219_chunk128|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5357|Frankenstein  The Modern Prometheus - pg84_chunk2735|Frankenstein  The Modern Prometheus - pg84_chunk1713
20260215_104513	920	Frankenstein  The Modern Prometheus - pg84_chunk2155	INSERTED					not at all	10	10	27	60	False				True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2155|Heart of Darkness by Joseph Conrad - pg219_chunk128|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5357|Pride and Prejudice - pg1342_chunk99|Frankenstein  The Modern Prometheus - pg84_chunk1713	Frankenstein  The Modern Prometheus - pg84_chunk2155|Heart of Darkness by Joseph Conrad - pg219_chunk128|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5357|Pride and Prejudice - pg1342_chunk99|Frankenstein  The Modern Prometheus - pg84_chunk1713
20260215_104513	921	Pride and Prejudice - pg1342_chunk165	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk165|Pride and Prejudice - pg1342_chunk32|Pride and Prejudice - pg1342_chunk3957|Pride and Prejudice - pg1342_chunk3587|Pride and Prejudice - pg1342_chunk1747	Pride and Prejudice - pg1342_chunk165|Pride and Prejudice - pg1342_chunk32|Pride and Prejudice - pg1342_chunk3957|Pride and Prejudice - pg1342_chunk3587|Pride and Prejudice - pg1342_chunk1747
20260215_104513	921	Pride and Prejudice - pg1342_chunk165	INSERTED					not at all	10	10	29	50	False				True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk165|Pride and Prejudice - pg1342_chunk3957|Pride and Prejudice - pg1342_chunk3587|Pride and Prejudice - pg1342_chunk32|Pride and Prejudice - pg1342_chunk3084	Pride and Prejudice - pg1342_chunk165|Pride and Prejudice - pg1342_chunk3957|Pride and Prejudice - pg1342_chunk3587|Pride and Prejudice - pg1342_chunk32|Pride and Prejudice - pg1342_chunk3084
20260215_104513	922	Pride and Prejudice - pg1342_chunk5049	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk5049|Pride and Prejudice - pg1342_chunk3729|Pride and Prejudice - pg1342_chunk3880|Pride and Prejudice - pg1342_chunk753|Pride and Prejudice - pg1342_chunk816	Pride and Prejudice - pg1342_chunk5049|Pride and Prejudice - pg1342_chunk3729|Pride and Prejudice - pg1342_chunk3880|Pride and Prejudice - pg1342_chunk753|Pride and Prejudice - pg1342_chunk816
20260215_104513	922	Pride and Prejudice - pg1342_chunk5049	INSERTED					not at all	10	10	29	44	False				True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk5049|Pride and Prejudice - pg1342_chunk816|Pride and Prejudice - pg1342_chunk753|Pride and Prejudice - pg1342_chunk3163|Pride and Prejudice - pg1342_chunk3729	Pride and Prejudice - pg1342_chunk5049|Pride and Prejudice - pg1342_chunk816|Pride and Prejudice - pg1342_chunk753|Pride and Prejudice - pg1342_chunk3163|Pride and Prejudice - pg1342_chunk3729
20260215_104513	923	fairy_tale_woods_melody_chunk19	ORIGINAL														True	1	True	1	5/5	1.0000	fairy_tale_woods_melody_chunk19|The King in Yellow by Robert W. Chambers  - pg8492_chunk2884|Frankenstein  The Modern Prometheus - pg84_chunk332|fairy_tale_woods_melody_chunk87|Heart of Darkness by Joseph Conrad - pg219_chunk288	fairy_tale_woods_melody_chunk19|The King in Yellow by Robert W. Chambers  - pg8492_chunk2884|Frankenstein  The Modern Prometheus - pg84_chunk332|fairy_tale_woods_melody_chunk87|Heart of Darkness by Joseph Conrad - pg219_chunk288
20260215_104513	923	fairy_tale_woods_melody_chunk19	INSERTED					not at all	10	10	23	67	False				True	1	True	1	5/5	1.0000	fairy_tale_woods_melody_chunk19|The King in Yellow by Robert W. Chambers  - pg8492_chunk2884|Frankenstein  The Modern Prometheus - pg84_chunk332|Heart of Darkness by Joseph Conrad - pg219_chunk288|A Room with a View by E. M. Forster - pg2641_chunk661	fairy_tale_woods_melody_chunk19|The King in Yellow by Robert W. Chambers  - pg8492_chunk2884|Frankenstein  The Modern Prometheus - pg84_chunk332|Heart of Darkness by Joseph Conrad - pg219_chunk288|A Room with a View by E. M. Forster - pg2641_chunk661
20260215_104513	924	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4109	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4109|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4125|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4942|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4122|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4745	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4109|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4125|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4942|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4122|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4745
20260215_104513	924	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4109	INSERTED					not at all	10	10	21	64	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4109|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4125|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4942|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4745|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4122	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4109|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4125|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4942|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4745|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4122
20260215_104513	925	The King in Yellow by Robert W. Chambers  - pg8492_chunk1485	ORIGINAL														True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk1485|The King in Yellow by Robert W. Chambers  - pg8492_chunk2644|Heart of Darkness by Joseph Conrad - pg219_chunk1429|The King in Yellow by Robert W. Chambers  - pg8492_chunk1583|The King in Yellow by Robert W. Chambers  - pg8492_chunk1437	The King in Yellow by Robert W. Chambers  - pg8492_chunk1485|The King in Yellow by Robert W. Chambers  - pg8492_chunk2644|Heart of Darkness by Joseph Conrad - pg219_chunk1429|The King in Yellow by Robert W. Chambers  - pg8492_chunk1583|The King in Yellow by Robert W. Chambers  - pg8492_chunk1437
20260215_104513	925	The King in Yellow by Robert W. Chambers  - pg8492_chunk1485	INSERTED					not at all	10	10	26	51	False				True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk1485|The King in Yellow by Robert W. Chambers  - pg8492_chunk2644|The King in Yellow by Robert W. Chambers  - pg8492_chunk2638|The King in Yellow by Robert W. Chambers  - pg8492_chunk1437|The King in Yellow by Robert W. Chambers  - pg8492_chunk1583	The King in Yellow by Robert W. Chambers  - pg8492_chunk1485|The King in Yellow by Robert W. Chambers  - pg8492_chunk2644|The King in Yellow by Robert W. Chambers  - pg8492_chunk2638|The King in Yellow by Robert W. Chambers  - pg8492_chunk1437|The King in Yellow by Robert W. Chambers  - pg8492_chunk1583
20260215_104513	926	Frankenstein  The Modern Prometheus - pg84_chunk1559	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk1559|Frankenstein  The Modern Prometheus - pg84_chunk1608|Frankenstein  The Modern Prometheus - pg84_chunk971|Frankenstein  The Modern Prometheus - pg84_chunk1558|Pride and Prejudice - pg1342_chunk2962	Frankenstein  The Modern Prometheus - pg84_chunk1559|Frankenstein  The Modern Prometheus - pg84_chunk1608|Frankenstein  The Modern Prometheus - pg84_chunk971|Frankenstein  The Modern Prometheus - pg84_chunk1558|Pride and Prejudice - pg1342_chunk2962
20260215_104513	926	Frankenstein  The Modern Prometheus - pg84_chunk1559	INSERTED					not at all	10	10	24	58	False				True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk1559|Frankenstein  The Modern Prometheus - pg84_chunk1608|Frankenstein  The Modern Prometheus - pg84_chunk971|Pride and Prejudice - pg1342_chunk1509|Frankenstein  The Modern Prometheus - pg84_chunk1558	Frankenstein  The Modern Prometheus - pg84_chunk1559|Frankenstein  The Modern Prometheus - pg84_chunk1608|Frankenstein  The Modern Prometheus - pg84_chunk971|Pride and Prejudice - pg1342_chunk1509|Frankenstein  The Modern Prometheus - pg84_chunk1558
20260215_104513	927	A Room with a View by E. M. Forster - pg2641_chunk589	ORIGINAL														True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk589|A Room with a View by E. M. Forster - pg2641_chunk774|A Room with a View by E. M. Forster - pg2641_chunk680|Pride and Prejudice - pg1342_chunk1691|A Room with a View by E. M. Forster - pg2641_chunk1869	A Room with a View by E. M. Forster - pg2641_chunk589|A Room with a View by E. M. Forster - pg2641_chunk774|A Room with a View by E. M. Forster - pg2641_chunk680|Pride and Prejudice - pg1342_chunk1691|A Room with a View by E. M. Forster - pg2641_chunk1869
20260215_104513	927	A Room with a View by E. M. Forster - pg2641_chunk589	INSERTED					not at all	10	10	27	54	False				True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk589|A Room with a View by E. M. Forster - pg2641_chunk680|A Room with a View by E. M. Forster - pg2641_chunk774|A Room with a View by E. M. Forster - pg2641_chunk1869|A Room with a View by E. M. Forster - pg2641_chunk2080	A Room with a View by E. M. Forster - pg2641_chunk589|A Room with a View by E. M. Forster - pg2641_chunk680|A Room with a View by E. M. Forster - pg2641_chunk774|A Room with a View by E. M. Forster - pg2641_chunk1869|A Room with a View by E. M. Forster - pg2641_chunk2080
20260215_104513	928	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2917	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2917|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5577|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5543|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5302|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6318	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2917|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5577|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5543|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6318|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5302
20260215_104513	928	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2917	INSERTED					not at all	10	10	24	57	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2917|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5543|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5577|Heart of Darkness by Joseph Conrad - pg219_chunk60|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5302	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2917|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5543|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5577|Heart of Darkness by Joseph Conrad - pg219_chunk60|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5302
20260215_104513	929	Pride and Prejudice - pg1342_chunk3960	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3960|A Room with a View by E. M. Forster - pg2641_chunk1978|Frankenstein  The Modern Prometheus - pg84_chunk1778|Frankenstein  The Modern Prometheus - pg84_chunk827|A Room with a View by E. M. Forster - pg2641_chunk928	Pride and Prejudice - pg1342_chunk3960|A Room with a View by E. M. Forster - pg2641_chunk1978|Frankenstein  The Modern Prometheus - pg84_chunk1778|Frankenstein  The Modern Prometheus - pg84_chunk827|A Room with a View by E. M. Forster - pg2641_chunk928
20260215_104513	929	Pride and Prejudice - pg1342_chunk3960	INSERTED					not at all	10	10	32	48	False				True	1	True	1	4/5	0.8000	Pride and Prejudice - pg1342_chunk3960|A Room with a View by E. M. Forster - pg2641_chunk1978|Frankenstein  The Modern Prometheus - pg84_chunk352|Frankenstein  The Modern Prometheus - pg84_chunk827|Pride and Prejudice - pg1342_chunk4343	Pride and Prejudice - pg1342_chunk3960|A Room with a View by E. M. Forster - pg2641_chunk1978|Frankenstein  The Modern Prometheus - pg84_chunk352|Frankenstein  The Modern Prometheus - pg84_chunk827|Frankenstein  The Modern Prometheus - pg84_chunk1778
20260215_104513	930	Pride and Prejudice - pg1342_chunk2342	ORIGINAL														True	1	True	1	4/5	0.8000	Pride and Prejudice - pg1342_chunk2342|Pride and Prejudice - pg1342_chunk3184|Pride and Prejudice - pg1342_chunk4271|Pride and Prejudice - pg1342_chunk4801|Pride and Prejudice - pg1342_chunk4742	Pride and Prejudice - pg1342_chunk2342|Pride and Prejudice - pg1342_chunk3184|Pride and Prejudice - pg1342_chunk4271|Pride and Prejudice - pg1342_chunk4801|A Room with a View by E. M. Forster - pg2641_chunk1895
20260215_104513	930	Pride and Prejudice - pg1342_chunk2342	INSERTED					not at all	10	10	27	50	False				True	1	True	1	4/5	0.8000	Pride and Prejudice - pg1342_chunk2342|Pride and Prejudice - pg1342_chunk4271|Pride and Prejudice - pg1342_chunk3184|Pride and Prejudice - pg1342_chunk4801|Pride and Prejudice - pg1342_chunk263	Pride and Prejudice - pg1342_chunk2342|Pride and Prejudice - pg1342_chunk4271|Pride and Prejudice - pg1342_chunk3184|Pride and Prejudice - pg1342_chunk4801|A Room with a View by E. M. Forster - pg2641_chunk1895
20260215_104513	931	The King in Yellow by Robert W. Chambers  - pg8492_chunk2654	ORIGINAL														True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk2654|Pride and Prejudice - pg1342_chunk2710|The King in Yellow by Robert W. Chambers  - pg8492_chunk1218|Heart of Darkness by Joseph Conrad - pg219_chunk1446|A Room with a View by E. M. Forster - pg2641_chunk1661	The King in Yellow by Robert W. Chambers  - pg8492_chunk2654|Pride and Prejudice - pg1342_chunk2710|The King in Yellow by Robert W. Chambers  - pg8492_chunk1218|Heart of Darkness by Joseph Conrad - pg219_chunk1446|A Room with a View by E. M. Forster - pg2641_chunk1661
20260215_104513	931	The King in Yellow by Robert W. Chambers  - pg8492_chunk2654	INSERTED					not at all	10	10	27	43	False				True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk2654|The King in Yellow by Robert W. Chambers  - pg8492_chunk1218|A Room with a View by E. M. Forster - pg2641_chunk1661|Pride and Prejudice - pg1342_chunk2710|fairy_tale_woods_melody_chunk39	The King in Yellow by Robert W. Chambers  - pg8492_chunk2654|The King in Yellow by Robert W. Chambers  - pg8492_chunk1218|A Room with a View by E. M. Forster - pg2641_chunk1661|Pride and Prejudice - pg1342_chunk2710|fairy_tale_woods_melody_chunk39
20260215_104513	932	Pride and Prejudice - pg1342_chunk4848	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk4848|Pride and Prejudice - pg1342_chunk3125|Pride and Prejudice - pg1342_chunk437|Pride and Prejudice - pg1342_chunk2141|Pride and Prejudice - pg1342_chunk3957	Pride and Prejudice - pg1342_chunk4848|Pride and Prejudice - pg1342_chunk3125|Pride and Prejudice - pg1342_chunk437|Pride and Prejudice - pg1342_chunk2141|Pride and Prejudice - pg1342_chunk3957
20260215_104513	932	Pride and Prejudice - pg1342_chunk4848	INSERTED					not at all	10	10	25	63	False				True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk4848|Pride and Prejudice - pg1342_chunk3125|Pride and Prejudice - pg1342_chunk3957|Pride and Prejudice - pg1342_chunk437|Pride and Prejudice - pg1342_chunk753	Pride and Prejudice - pg1342_chunk4848|Pride and Prejudice - pg1342_chunk3125|Pride and Prejudice - pg1342_chunk3957|Pride and Prejudice - pg1342_chunk437|Pride and Prejudice - pg1342_chunk753
20260215_104513	933	fairy_tale_woods_melody_chunk42	ORIGINAL														True	1	True	1	5/5	1.0000	fairy_tale_woods_melody_chunk42|fairy_tale_woods_melody_chunk39|fairy_tale_woods_melody_chunk97|Frankenstein  The Modern Prometheus - pg84_chunk1120|Frankenstein  The Modern Prometheus - pg84_chunk2720	fairy_tale_woods_melody_chunk42|fairy_tale_woods_melody_chunk39|fairy_tale_woods_melody_chunk97|Frankenstein  The Modern Prometheus - pg84_chunk1120|Frankenstein  The Modern Prometheus - pg84_chunk2720
