ts	base_num	base_chunk_id	query_kind	removed_words_lower_csv	removed_words_original_csv	removed_starts_csv	removed_ends_csv	insert_text	insert_after_word_num_requested	insert_after_word_num_actual	insert_word_count	insert_char_pos	insert_appended_to_end	eligible_words	requested_random_sets	max_unique_sets_possible	ann_has_base	ann_rank_base	local_has_base	local_rank_base	overlap@5	recall@5	ann_top_ids	local_top_ids
20260215_113302	257	A Room with a View by E. M. Forster - pg2641_chunk1236	REMOVED	mother,feigned,indoors,frock,treated,sympathetic,cecil	mother,feigned,indoors,frock,treated,sympathetic,Cecil	4,11,55,75,81,94,142	10,18,62,80,88,105,147							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk1236|Pride and Prejudice - pg1342_chunk4612|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk2841|A Room with a View by E. M. Forster - pg2641_chunk1033	A Room with a View by E. M. Forster - pg2641_chunk1236|Pride and Prejudice - pg1342_chunk4612|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk2841|A Room with a View by E. M. Forster - pg2641_chunk1033
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	ORIGINAL											10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk3161|Pride and Prejudice - pg1342_chunk3462	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk3161|Pride and Prejudice - pg1342_chunk3462
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,removal,indeed,beyond,expression,fortnight,there	_her_,removal,indeed,beyond,expression,fortnight,there	0,37,50,57,64,81,133	5,44,56,63,74,90,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|The King in Yellow by Robert W. Chambers  - pg8492_chunk1913|Pride and Prejudice - pg1342_chunk3161|Pride and Prejudice - pg1342_chunk4293|A Room with a View by E. M. Forster - pg2641_chunk172	Pride and Prejudice - pg1342_chunk3076|The King in Yellow by Robert W. Chambers  - pg8492_chunk1913|Pride and Prejudice - pg1342_chunk3161|Pride and Prejudice - pg1342_chunk4293|A Room with a View by E. M. Forster - pg2641_chunk172
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	regiment's,approaching,beyond,expression,fortnight,hoped,there	regiment's,approaching,beyond,expression,fortnight,hoped,there	14,25,57,64,81,127,133	24,36,63,74,90,132,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk1598|A Room with a View by E. M. Forster - pg2641_chunk1021|A Room with a View by E. M. Forster - pg2641_chunk1033	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|A Room with a View by E. M. Forster - pg2641_chunk1021|Pride and Prejudice - pg1342_chunk1598|A Room with a View by E. M. Forster - pg2641_chunk1033
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	regiment's,approaching,removal,indeed,beyond,hoped,there	regiment's,approaching,removal,indeed,beyond,hoped,there	14,25,37,50,57,127,133	24,36,44,56,63,132,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|A Room with a View by E. M. Forster - pg2641_chunk1021|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk4470|Pride and Prejudice - pg1342_chunk2598	Pride and Prejudice - pg1342_chunk3076|A Room with a View by E. M. Forster - pg2641_chunk1021|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk4470|Pride and Prejudice - pg1342_chunk2598
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,approaching,removal,beyond,hoped,there	_her_,regiment's,approaching,removal,beyond,hoped,there	0,14,25,37,57,127,133	5,24,36,44,63,132,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk3706|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk4470|Heart of Darkness by Joseph Conrad - pg219_chunk26	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk3706|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk4470|Heart of Darkness by Joseph Conrad - pg219_chunk26
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,approaching,removal,beyond,expression,there	_her_,regiment's,approaching,removal,beyond,expression,there	0,14,25,37,57,64,133	5,24,36,44,63,74,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk4470|Frankenstein  The Modern Prometheus - pg84_chunk1620|Pride and Prejudice - pg1342_chunk2598	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk4470|Frankenstein  The Modern Prometheus - pg84_chunk1620|Pride and Prejudice - pg1342_chunk2598
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,approaching,removal,indeed,beyond,fortnight	_her_,regiment's,approaching,removal,indeed,beyond,fortnight	0,14,25,37,50,57,81	5,24,36,44,56,63,90							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk3706|Pride and Prejudice - pg1342_chunk5089|Pride and Prejudice - pg1342_chunk678	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk3706|Pride and Prejudice - pg1342_chunk5089|Pride and Prejudice - pg1342_chunk678
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,approaching,removal,beyond,fortnight,there	_her_,regiment's,approaching,removal,beyond,fortnight,there	0,14,25,37,57,81,133	5,24,36,44,63,90,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk3706|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk4935|Frankenstein  The Modern Prometheus - pg84_chunk1620	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk3706|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk4935|Frankenstein  The Modern Prometheus - pg84_chunk1620
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,removal,indeed,expression,hoped,there	_her_,regiment's,removal,indeed,expression,hoped,there	0,14,37,50,64,127,133	5,24,44,56,74,132,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk2598|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk3940|Pride and Prejudice - pg1342_chunk4470	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk2598|Pride and Prejudice - pg1342_chunk4293|Pride and Prejudice - pg1342_chunk3940|Pride and Prejudice - pg1342_chunk4470
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,removal,indeed,expression,fortnight,there	_her_,regiment's,removal,indeed,expression,fortnight,there	0,14,37,50,64,81,133	5,24,44,56,74,90,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk3940|A Room with a View by E. M. Forster - pg2641_chunk1033|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk2598	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk3940|A Room with a View by E. M. Forster - pg2641_chunk1033|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk2598
20260215_113302	258	Pride and Prejudice - pg1342_chunk3076	REMOVED	_her_,regiment's,approaching,removal,indeed,hoped,there	_her_,regiment's,approaching,removal,indeed,hoped,there	0,14,25,37,50,127,133	5,24,36,44,56,132,138							10	10	120	True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk2598|Pride and Prejudice - pg1342_chunk2417|Pride and Prejudice - pg1342_chunk5089	Pride and Prejudice - pg1342_chunk3076|Pride and Prejudice - pg1342_chunk1716|Pride and Prejudice - pg1342_chunk2598|Pride and Prejudice - pg1342_chunk2417|Pride and Prejudice - pg1342_chunk5089
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	ORIGINAL											10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541|Pride and Prejudice - pg1342_chunk1680	Common Sense by Thomas Paine - pg147_chunk636|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541|Pride and Prejudice - pg1342_chunk1680
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,mentioning,subject,observing,charter,obligation	place,liberty,mentioning,subject,observing,charter,obligation	0,18,32,47,59,77,125	5,25,42,54,68,84,135							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk4985|Common Sense by Thomas Paine - pg147_chunk431|Frankenstein  The Modern Prometheus - pg84_chunk569	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk4985|Common Sense by Thomas Paine - pg147_chunk431|Frankenstein  The Modern Prometheus - pg84_chunk569
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,mentioning,observing,charter,understood,solemn,which	place,mentioning,observing,charter,understood,solemn,which	0,32,59,77,94,118,137	5,42,68,84,104,124,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Frankenstein  The Modern Prometheus - pg84_chunk569|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Frankenstein  The Modern Prometheus - pg84_chunk569|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,charter,understood,solemn,obligation,which	place,liberty,charter,understood,solemn,obligation,which	0,18,77,94,118,125,137	5,25,84,104,124,135,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Frankenstein  The Modern Prometheus - pg84_chunk569|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk4985|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3188	Common Sense by Thomas Paine - pg147_chunk636|Frankenstein  The Modern Prometheus - pg84_chunk569|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk4985|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3188
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,mentioning,subject,charter,solemn,which	place,liberty,mentioning,subject,charter,solemn,which	0,18,32,47,77,118,137	5,25,42,54,84,124,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Frankenstein  The Modern Prometheus - pg84_chunk569|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk4985|Common Sense by Thomas Paine - pg147_chunk95	Common Sense by Thomas Paine - pg147_chunk636|Frankenstein  The Modern Prometheus - pg84_chunk569|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk4985|Common Sense by Thomas Paine - pg147_chunk95
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,mentioning,subject,observing,obligation,which	place,liberty,mentioning,subject,observing,obligation,which	0,18,32,47,59,125,137	5,25,42,54,68,135,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Common Sense by Thomas Paine - pg147_chunk858	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Common Sense by Thomas Paine - pg147_chunk858
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,observing,charter,understood,obligation,which	place,liberty,observing,charter,understood,obligation,which	0,18,59,77,94,125,137	5,25,68,84,104,135,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk1457|Frankenstein  The Modern Prometheus - pg84_chunk569|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3188	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Pride and Prejudice - pg1342_chunk1457|Frankenstein  The Modern Prometheus - pg84_chunk569|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3188
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,mentioning,observing,understood,solemn,which	place,liberty,mentioning,observing,understood,solemn,which	0,18,32,59,94,118,137	5,25,42,68,104,124,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,subject,observing,understood,obligation,which	place,liberty,subject,observing,understood,obligation,which	0,18,47,59,94,125,137	5,25,54,68,104,135,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Common Sense by Thomas Paine - pg147_chunk784|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk696	Common Sense by Thomas Paine - pg147_chunk636|Common Sense by Thomas Paine - pg147_chunk784|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk696
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,mentioning,observing,charter,understood,which	place,liberty,mentioning,observing,charter,understood,which	0,18,32,59,77,94,137	5,25,42,68,84,104,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Frankenstein  The Modern Prometheus - pg84_chunk569|Common Sense by Thomas Paine - pg147_chunk431|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Frankenstein  The Modern Prometheus - pg84_chunk569|Common Sense by Thomas Paine - pg147_chunk431|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1541
20260215_113302	259	Common Sense by Thomas Paine - pg147_chunk636	REMOVED	place,liberty,mentioning,observing,understood,obligation,which	place,liberty,mentioning,observing,understood,obligation,which	0,18,32,59,94,125,137	5,25,42,68,104,135,142							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Common Sense by Thomas Paine - pg147_chunk858	Common Sense by Thomas Paine - pg147_chunk636|Pride and Prejudice - pg1342_chunk1680|Common Sense by Thomas Paine - pg147_chunk431|Common Sense by Thomas Paine - pg147_chunk784|Common Sense by Thomas Paine - pg147_chunk858
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	ORIGINAL											9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk68|A Room with a View by E. M. Forster - pg2641_chunk1204	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk68|A Room with a View by E. M. Forster - pg2641_chunk1204
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,reading,silly,oughtn't,allowed,printed,leonora	worth,reading,silly,oughtn't,allowed,printed,Leonora	0,6,24,68,83,97,136	5,13,29,76,90,104,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067|A Room with a View by E. M. Forster - pg2641_chunk1289	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067|A Room with a View by E. M. Forster - pg2641_chunk1289
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,silly,never,rubbish,oughtn't,allowed,leonora	worth,silly,never,rubbish,oughtn't,allowed,Leonora	0,24,41,56,68,83,136	5,29,46,63,76,90,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1021|The King in Yellow by Robert W. Chambers  - pg8492_chunk1232|A Room with a View by E. M. Forster - pg2641_chunk2067	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1021|The King in Yellow by Robert W. Chambers  - pg8492_chunk1232|A Room with a View by E. M. Forster - pg2641_chunk2067
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,reading,silly,never,oughtn't,printed,leonora	worth,reading,silly,never,oughtn't,printed,Leonora	0,6,24,41,68,97,136	5,13,29,46,76,104,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067|Pride and Prejudice - pg1342_chunk429	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067|Pride and Prejudice - pg1342_chunk429
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	reading,silly,rubbish,oughtn't,allowed,printed,leonora	reading,silly,rubbish,oughtn't,allowed,printed,Leonora	6,24,56,68,83,97,136	13,29,63,76,90,104,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk2067|Pride and Prejudice - pg1342_chunk429|A Room with a View by E. M. Forster - pg2641_chunk1021	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk2067|Pride and Prejudice - pg1342_chunk429|A Room with a View by E. M. Forster - pg2641_chunk1021
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,reading,silly,rubbish,oughtn't,printed,leonora	worth,reading,silly,rubbish,oughtn't,printed,Leonora	0,6,24,56,68,97,136	5,13,29,63,76,104,143							9	10	36	True	1	True	1	4/5	0.8000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|Pride and Prejudice - pg1342_chunk3347|A Room with a View by E. M. Forster - pg2641_chunk2067|Pride and Prejudice - pg1342_chunk429	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3963|Pride and Prejudice - pg1342_chunk3347|A Room with a View by E. M. Forster - pg2641_chunk2067
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,reading,silly,never,rubbish,oughtn't,printed	worth,reading,silly,never,rubbish,oughtn't,printed	0,6,24,41,56,68,97	5,13,29,46,63,76,104							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk605|A Room with a View by E. M. Forster - pg2641_chunk466	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk605|A Room with a View by E. M. Forster - pg2641_chunk466
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	reading,silly,never,rubbish,oughtn't,allowed,leonora	reading,silly,never,rubbish,oughtn't,allowed,Leonora	6,24,41,56,68,83,136	13,29,46,63,76,90,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk2067|A Room with a View by E. M. Forster - pg2641_chunk1021|The King in Yellow by Robert W. Chambers  - pg8492_chunk452	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk2067|A Room with a View by E. M. Forster - pg2641_chunk1021|The King in Yellow by Robert W. Chambers  - pg8492_chunk452
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,silly,never,rubbish,allowed,printed,leonora	worth,silly,never,rubbish,allowed,printed,Leonora	0,24,41,56,83,97,136	5,29,46,63,90,104,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|Pride and Prejudice - pg1342_chunk429|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067	A Room with a View by E. M. Forster - pg2641_chunk2061|Pride and Prejudice - pg1342_chunk429|A Room with a View by E. M. Forster - pg2641_chunk2399|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,reading,never,rubbish,oughtn't,allowed,printed	worth,reading,never,rubbish,oughtn't,allowed,printed	0,6,41,56,68,83,97	5,13,46,63,76,90,104							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk1289|A Room with a View by E. M. Forster - pg2641_chunk466|A Room with a View by E. M. Forster - pg2641_chunk605|A Room with a View by E. M. Forster - pg2641_chunk1512	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk1289|A Room with a View by E. M. Forster - pg2641_chunk466|A Room with a View by E. M. Forster - pg2641_chunk605|A Room with a View by E. M. Forster - pg2641_chunk1512
20260215_113302	260	A Room with a View by E. M. Forster - pg2641_chunk2061	REMOVED	worth,reading,silly,rubbish,allowed,printed,leonora	worth,reading,silly,rubbish,allowed,printed,Leonora	0,6,24,56,83,97,136	5,13,29,63,90,104,143							9	10	36	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|Pride and Prejudice - pg1342_chunk429|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067	A Room with a View by E. M. Forster - pg2641_chunk2061|A Room with a View by E. M. Forster - pg2641_chunk2399|Pride and Prejudice - pg1342_chunk429|A Room with a View by E. M. Forster - pg2641_chunk1512|A Room with a View by E. M. Forster - pg2641_chunk2067
20260215_113302	261	A Room with a View by E. M. Forster - pg2641_chunk1050	ORIGINAL											11	10	330	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk1050|Pride and Prejudice - pg1342_chunk3347|Frankenstein  The Modern Prometheus - pg84_chunk2890|The King in Yellow by Robert W. Chambers  - pg8492_chunk474|Pride and Prejudice - pg1342_chunk3139	A Room with a View by E. M. Forster - pg2641_chunk1050|Pride and Prejudice - pg1342_chunk3347|Frankenstein  The Modern Prometheus - pg84_chunk2890|The King in Yellow by Robert W. Chambers  - pg8492_chunk474|Pride and Prejudice - pg1342_chunk3139
20260215_113302	261	A Room with a View by E. M. Forster - pg2641_chunk1050	REMOVED	freddy,reply,think,coming,observed,son's,situation	Freddy,reply,think,coming,observed,son's,situation	0,23,33,50,73,102,123	6,28,38,56,81,107,132							11	10	330	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk1050|Pride and Prejudice - pg1342_chunk1598|Pride and Prejudice - pg1342_chunk2841|The King in Yellow by Robert W. Chambers  - pg8492_chunk1232|Pride and Prejudice - pg1342_chunk1928	A Room with a View by E. M. Forster - pg2641_chunk1050|Pride and Prejudice - pg1342_chunk1598|Pride and Prejudice - pg1342_chunk2841|Pride and Prejudice - pg1342_chunk1928|The King in Yellow by Robert W. Chambers  - pg8492_chunk1232
20260215_113302	261	A Room with a View by E. M. Forster - pg2641_chunk1050	REMOVED	freddy,reply,think,things,coming,son's,situation	Freddy,reply,think,things,coming,son's,situation	0,23,33,39,50,102,123	6,28,38,45,56,107,132							11	10	330	True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk1050|The King in Yellow by Robert W. Chambers  - pg8492_chunk1232|Pride and Prejudice - pg1342_chunk3347|A Room with a View by E. M. Forster - pg2641_chunk1033|Pride and Prejudice - pg1342_chunk2841	A Room with a View by E. M. Forster - pg2641_chunk1050|The King in Yellow by Robert W. Chambers  - pg8492_chunk1232|Pride and Prejudice - pg1342_chunk3347|A Room with a View by E. M. Forster - pg2641_chunk1033|Pride and Prejudice - pg1342_chunk2841
